Accession	Length	Family	species	Genus	Host_range_isolates	Host_range_taxon	Database
uvig_371716	27879	Siphoviridae	NA	NA	GCA_003468385,GCA_003469145,GCA_003472575,18048_1#77,GCA_003464325,GCA_003472265,GCA_003436185,GCA_003472545,GCF_000154085,18048_2#77	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA	GPD
SRR8114084_141_46964_round347~4736356	NA	NA	NA	NA	NA	NA	mMGE
uvig_209749	11691	Siphoviridae	NA	NA	GCA_003472405,GCA_003473205	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum	GPD
uvig_136613	48779	NA	NA	NA	GCA_003474785,GCA_003463405	Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus,Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus	GPD
k99_13609_round8-12~1858485	NA	NA	NA	NA	NA	NA	mMGE
411902.PRJNA18165.DS480690__443324__141849__174342|prophage_in_EMBL_progenomes_representative_genomes,phage_finder|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
uvig_579707	32357	NA	NA	NA	NA	NA	GPD
k119_22553_round8-12~2225463	NA	NA	NA	NA	NA	NA	mMGE
ERR1305883_119_19386_round347~5241936	NA	NA	NA	NA	NA	NA	mMGE
uvig_378881	53696	NA	NA	NA	13414_6#15	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/GCA-900066135/GCA_900066135.1	GPD
uvig_119758	59603	NA	NA	NA	GCA_003458535,13414_6#71,GCA_003458815,GCA_003467265	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans	GPD
uvig_379670	62734	Myoviridae	NA	NA	GCF_000224655,GCF_000185705	Desulfobacterota/Desulfovibrionia/Desulfovibrionales/Desulfovibrionaceae/Bilophila/Bilophila wadsworthia,Desulfobacterota/Desulfovibrionia/Desulfovibrionales/Desulfovibrionaceae/Bilophila/Bilophila wadsworthia	GPD
SRR11236227_141_359400_round1256~4289153	NA	NA	NA	NA	NA	NA	mMGE
uvig_64504	18646	NA	NA	NA	GCF_000156635,GCA_003472575,GCF_001025155,GCA_003436025,GCA_003471295,GCA_003467905,GCA_003439655,GCA_003470125,GCA_003437435,GCA_003465775,GCA_003465135,GCA_003471505,GCA_003472545,GCA_003438405,18048_2#93,GCA_003473115,18048_1#93,GCA_003459865,GCA_003473105,GCA_003464325,GCA_003468555,GCA_003474015,GCA_003467065,GCA_003474835,GCA_003473025	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	GPD
k119_60209_round347~3554623	NA	NA	NA	NA	NA	NA	mMGE
SRR8133857_141_15077_round1256~1340238	NA	NA	NA	NA	NA	NA	mMGE
uvig_105334	29890	NA	NA	NA	GCA_003477645,GCA_003460745	Firmicutes/Clostridia/CAG-41/UBA1381/CAG-41/CAG-41 sp1,Firmicutes/Clostridia/CAG-41/UBA1381/CAG-41/CAG-41 sp1	GPD
DRR171481_141_26789_round13~9289022	NA	NA	NA	NA	NA	NA	mMGE
uvig_388493	73911	NA	NA	NA	NA	NA	GPD
uvig_409204	38614	NA	NA	NA	GCA_003433865	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_C	GPD
k141_473733_round14~2976865	NA	NA	NA	NA	NA	NA	mMGE
scaffold36507_1__104386__35__64443|prophage_in_metagenomic_assembled_contigs,phage_finder,human_gut|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
uvig_259545	10331	NA	NA	NA	NA	NA	GPD
uvig_238109	37348	NA	NA	NA	NA	NA	GPD
ERR260133_119_2975_round347~5137817	NA	NA	NA	NA	NA	NA	mMGE
uvig_521544	55639	NA	NA	NA	NA	NA	GPD
uvig_249972	48896	NA	NA	NA	GCA_003433865	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_C	GPD
ERR321337_79_8586_round347~2455044	NA	NA	NA	NA	NA	NA	mMGE
uvig_93896	80591	NA	NA	NA	11861_6#57,GCF_000159975,GCA_003468995	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum	GPD
SRR5949556_119_2298_round347~52778	NA	NA	NA	NA	NA	NA	mMGE
uvig_55650	46625	NA	NA	NA	GCA_003461905,18048_1#80,18048_2#80,GCA_003481115,GCA_003461495,GCA_003473655,GCA_003462265,GCA_003462445,13470_2#71,GCF_000752095,14207_7#73	Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2	GPD
k119_14482_round8-12~2956102	NA	NA	NA	NA	NA	NA	mMGE
uvig_151085	50591	NA	NA	NA	GCA_003458455,GCA_003460155,GCA_003460255,GCA_003468965,GCA_003463765,GCA_003460385,GCA_003460265,GCA_003474615,GCA_003469095,GCA_003459595	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis	GPD
SRR3313074_99_110885_round347~4225557	NA	NA	NA	NA	NA	NA	mMGE
uvig_246635	30319	Siphoviridae	NA	NA	GCA_003479245,21673_4#53	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis	GPD
k141_37097_round13~7119231	NA	NA	NA	NA	NA	NA	mMGE
uvig_596461	10095	NA	NA	NA	GCA_003604095,GCA_003481465	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/GCF_000154245.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus sp1	GPD
k141_56549_round1256~5688647	NA	NA	NA	NA	NA	NA	mMGE
uvig_473315	35476	NA	NA	NA	NA	NA	GPD
uvig_175944	36825	NA	NA	NA	GCA_003470905,GCA_003478575,GCA_003462365,GCA_003475515	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/GCA_000433215.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis	GPD
uvig_494193	21451	NA	NA	NA	GCA_003470405	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis	GPD
uvig_15516	36092	NA	NA	NA	GCA_003468065,GCA_003468965,GCA_003474775	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis	GPD
uvig_19972	37920	NA	NA	NA	14207_7#31,GCF_001404835,13414_6#14,GCF_001404655,GCA_003461705,GCA_003480775	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus	GPD
uvig_340899	48884	NA	NA	NA	NA	NA	GPD
k99_123952_round8-12~910780	NA	NA	NA	NA	NA	NA	mMGE
uvig_330145	64401	NA	NA	NA	NA	NA	GPD
uvig_25516	30448	NA	NA	NA	12718_7#35	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	GPD
uvig_237049	16157	NA	NA	NA	NA	NA	GPD
k141_363_round8-12~2327686	NA	NA	NA	NA	NA	NA	mMGE
ERR526067_119_54349_round347~347334	NA	NA	NA	NA	NA	NA	mMGE
uvig_413319	14393	Podoviridae	NA	NA	NA	NA	GPD
ERR1190600_119_1405_round8-12~4780649	NA	NA	NA	NA	NA	NA	mMGE
DRR127649_141_79688_round13~9361395	NA	NA	NA	NA	NA	NA	mMGE
k141_940762_round14~1171183	NA	NA	NA	NA	NA	NA	mMGE
uvig_371330	32325	NA	NA	NA	GCA_003457975,GCA_003458335	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum	GPD
SRR10423946_141_282268_round1256~1353560	NA	NA	NA	NA	NA	NA	mMGE
ERR479077_99_181000_round347~1583496	NA	NA	NA	NA	NA	NA	mMGE
SRR9217392_141_52200_round8-12~2850741	NA	NA	NA	NA	NA	NA	mMGE
uvig_173307	13099	NA	NA	NA	18048_2#87,GCA_003467265,GCA_003458815,18048_1#87,18048_2#81,GCA_003475515,18048_1#81	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-65/CAG-65 sp3,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-65/CAG-65 sp3,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-65/CAG-65 sp3,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-65/CAG-65 sp3	GPD
SRR10479832_141_102067_round347~988130	NA	NA	NA	NA	NA	NA	mMGE
uvig_312584	13438	NA	NA	NA	GCA_003436335	Fusobacteriota/Fusobacteriia/Fusobacteriales/Fusobacteriaceae/Fusobacterium_A/Fusobacterium_A varium	GPD
SRR6048478_141_13179_round347~4050680	NA	NA	NA	NA	NA	NA	mMGE
uvig_3658	37114	NA	NA	NA	NA	NA	GPD
uvig_466818	32555	NA	NA	NA	NA	NA	GPD
k119_10063_round8-12~756948	NA	NA	NA	NA	NA	NA	mMGE
uvig_115731	42045	NA	NA	NA	NA	NA	GPD
uvig_541755	21623	NA	NA	NA	NA	NA	GPD
SRR3115957_119_101468_round8-12~1922777	NA	NA	NA	NA	NA	NA	mMGE
SRR5818504_141_153911_round347~4562466	NA	NA	NA	NA	NA	NA	mMGE
k141_60744_round13~6599265	NA	NA	NA	NA	NA	NA	mMGE
uvig_233234	37095	NA	NA	NA	15841_8#84,18048_1#41	Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/Erysipelatoclostridium ramosum,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/Erysipelatoclostridium ramosum	GPD
k141_96551_round13~8279747	NA	NA	NA	NA	NA	NA	mMGE
k141_46866_round13~2190581	NA	NA	NA	NA	NA	NA	mMGE
uvig_181715	162327	NA	NA	NA	8080_1#84	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea scindens	GPD
uvig_211755	32829	NA	NA	NA	GCF_000242155,14207_7#55	Firmicutes/Clostridia/Oscillospirales/Oscillospiraceae/Flavonifractor/Flavonifractor plautii,Firmicutes/Clostridia/Oscillospirales/Oscillospiraceae/Flavonifractor/Flavonifractor plautii	GPD
uvig_501612	20432	NA	NA	NA	GCA_003463185,GCF_000156035	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Tyzzerella/Tyzzerella nexilis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Tyzzerella/Tyzzerella nexilis	GPD
uvig_337562	62036	NA	NA	NA	GCA_003459715,GCA_003438645,GCA_003603635,GCF_000158515,GCA_003463745,GCA_003475695,GCA_003467095,GCA_003466785,GCA_003468485,GCF_000186105,GCA_003473265	Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus,Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus,Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus,Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus,Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus,Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus,Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus,Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus,Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus,Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus,Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B vulgatus	GPD
uvig_30163	13709	Podoviridae	NA	NA	NA	NA	GPD
SRR5650120_119_2540_round347~2723420	NA	NA	NA	NA	NA	NA	mMGE
uvig_399149	10164	NA	NA	NA	NA	NA	GPD
SRR8692231_141_40921_round8-12~836931	NA	NA	NA	NA	NA	NA	mMGE
scaffold96075_2__48812__3__48668|prophage_in_metagenomic_assembled_contigs,phage_finder,human_gut|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
uvig_162452	45160	NA	NA	NA	13414_6#14,GCF_001404655,GCF_000185525	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus	GPD
uvig_199667	50155	NA	NA	NA	GCF_000210575	Bacteroidota/Bacteroidia/Bacteroidales/Rikenellaceae/Alistipes/Alistipes shahii	GPD
uvig_263711	14910	NA	NA	NA	NA	NA	GPD
uvig_324706	50559	NA	NA	NA	NA	NA	GPD
k141_20964_round347~3482104	NA	NA	NA	NA	NA	NA	mMGE
SRR9611076_141_65599_round8-12~4393126	NA	NA	NA	NA	NA	NA	mMGE
ERR1305887_119_151468_round347~3887071	NA	NA	NA	NA	NA	NA	mMGE
SRR10479838_141_28409_round347~3391256	NA	NA	NA	NA	NA	NA	mMGE
ERR479329_99_91683_round347~676164	NA	NA	NA	NA	NA	NA	mMGE
uvig_78602	53822	NA	NA	NA	NA	NA	GPD
uvig_12624	20665	NA	NA	NA	GCA_003438925,14207_7#1,14207_7#91,GCA_003466745,GCA_003467085,GCA_003468965,GCA_003438965,GCA_003466795,GCA_003474775,GCA_003438365	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis	GPD
uvig_295340	38994	NA	NA	NA	NA	NA	GPD
ivig_642	39230	NA	NA	NA	GCA_003459885	Firmicutes/Bacilli/Erysipelotrichales/Erysipelotrichaceae/Eubacterium_D/Eubacterium_D innocuum	GPD
uvig_405775	54766	NA	NA	NA	GCA_003433995	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_B	GPD
uvig_298509	25896	NA	NA	NA	GCA_003463185,GCA_003470975,GCF_000156035	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Tyzzerella/Tyzzerella nexilis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Tyzzerella/Tyzzerella nexilis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Tyzzerella/Tyzzerella nexilis	GPD
uvig_169605	15610	NA	NA	NA	NA	NA	GPD
ERR1398093_141_110497_round347~1014651	NA	NA	NA	NA	NA	NA	mMGE
ERR2608655_141_14017_round347~2616027	NA	NA	NA	NA	NA	NA	mMGE
ERR2855822_141_173987_round1256~3340555	NA	NA	NA	NA	NA	NA	mMGE
uvig_163389	13664	Siphoviridae	NA	NA	13470_2#95	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B sp2	GPD
uvig_168622	19587	Myoviridae	NA	NA	GCA_003478405,GCA_003434175	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_E,Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_C	GPD
ERR1190727_119_25405_round8-12~4489604	NA	NA	NA	NA	NA	NA	mMGE
uvig_363139	44604	NA	NA	NA	NA	NA	GPD
uvig_461831	28059	NA	NA	NA	18048_2#85,18048_1#85	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-81/GCA_000435795.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-81/GCA_000435795.1	GPD
k119_2654_round347~859643	NA	NA	NA	NA	NA	NA	mMGE
uvig_421613	43640	NA	NA	NA	NA	NA	GPD
SRR7217504_141_1693_round1256~1588786	NA	NA	NA	NA	NA	NA	mMGE
uvig_292679	31674	NA	NA	NA	GCA_003458765	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia hominis	GPD
SRR10479829_141_14676_round347~2747548	NA	NA	NA	NA	NA	NA	mMGE
SRR413646_99_23596_round347~984325	NA	NA	NA	NA	NA	NA	mMGE
ERR1190765_119_20188_round8-12~746939	NA	NA	NA	NA	NA	NA	mMGE
k141_8902_round1256~1642977	NA	NA	NA	NA	NA	NA	mMGE
ERR525859_119_869_round347~1257937	NA	NA	NA	NA	NA	NA	mMGE
uvig_207464	46106	NA	NA	NA	NA	NA	GPD
uvig_255659	46160	NA	NA	NA	NA	NA	GPD
k141_106048_round13~1613559	NA	NA	NA	NA	NA	NA	mMGE
ERR1398246_141_73621_round347~3561173	NA	NA	NA	NA	NA	NA	mMGE
ERR321635_99_66011_round347~977087	NA	NA	NA	NA	NA	NA	mMGE
uvig_292344	10573	Myoviridae	NA	NA	18391_1#2	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis	GPD
ERR1190673_119_120107_round8-12~1682210	NA	NA	NA	NA	NA	NA	mMGE
ivig_3297	40923	NA	NA	NA	13470_2#84,12718_7#79,GCF_000233455,18391_1#2,11861_6#93,GCA_003434055	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M citroniae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/NA	GPD
